RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9240,15609240,Harris,802,Spain,Female,34,2,0,1,1,1,27484.45,0
9241,15609241,Howard,641,France,Female,26,3,47932.04,4,1,1,41453.46,1
9242,15609242,Anderson,501,Germany,Female,50,2,193590.54,2,0,1,93301.0,0
9243,15609243,Cook,728,France,Male,36,10,0,3,1,1,83358.29,0
9244,15609244,Reed,384,Spain,Female,41,6,57331.57,4,0,1,30835.31,1
9245,15609245,Martinez,688,France,Male,38,4,0,2,0,1,25056.92,0
9246,15609246,Johnson,384,Germany,Female,41,2,164807.19,4,1,0,126032.8,1
9247,15609247,Walker,654,Spain,Male,32,0,0,3,1,0,49076.85,0
9248,15609248,Morgan,386,Spain,Female,35,2,218099.93,1,0,1,92272.14,0
9249,15609249,Clark,436,Germany,Male,43,5,150724.17,2,0,0,82240.73,1
9250,15609250,Collins,395,France,Female,41,2,141132.87,2,1,1,70869.29,1
9251,15609251,Baker,738,Germany,Female,51,7,0,1,0,1,25279.6,0
9252,15609252,Stewart,790,Spain,Male,46,10,155163.01,1,1,1,176246.61,0
9253,15609253,Allen,663,Spain,Female,30,9,14374.7,1,0,0,106462.08,0
9254,15609254,Thomas,519,France,Male,35,2,108573.63,3,1,1,37917.44,0
9255,15609255,Bell,843,France,Female,48,6,156548.35,1,1,0,19162.68,0
9256,15609256,Hall,350,Germany,Female,18,7,72056.09,1,1,1,48906.26,0
9257,15609257,Young,426,Germany,Female,49,3,0,1,1,0,120812.86,1
9258,15609258,Smith,703,France,Female,34,2,0,2,1,1,70418.12,0
9259,15609259,Collins,845,Germany,Male,33,2,111916.53,2,1,1,5362.3,0
9260,15609260,Cox,653,Germany,Female,21,2,236380.48,1,0,1,154789.88,0
9261,15609261,Thomas,733,France,Female,43,10,160158.11,2,0,1,198542.83,0
9262,15609262,Miller,667,Germany,Male,35,1,181368.31,1,1,1,100272.81,0
9263,15609263,Adams,410,Germany,Female,25,5,0,3,0,0,198388.87,1
9264,15609264,Cox,404,Spain,Female,40,6,155689.52,1,1,0,82875.19,1
9265,15609265,Stewart,601,Germany,Male,40,4,38585.03,1,1,0,162383.94,1
9266,15609266,Johnson,595,Germany,Female,51,0,179095.54,1,1,0,8112.19,1
9267,15609267,Rivera,611,France,Male,41,4,0,1,0,0,119422.95,0
9268,15609268,Jones,811,France,Female,38,7,125512.65,2,0,0,74812.05,0
9269,15609269,Thomas,791,Spain,Male,46,5,241081.43,3,0,1,166529.95,1
9270,15609270,Green,456,Germany,Female,38,4,130111.05,1,1,1,178965.67,1
9271,15609271,Miller,701,Germany,Female,36,10,160543.45,2,0,1,67158.38,0
9272,15609272,Brown,446,France,Male,50,8,17106.24,2,1,1,74425.89,0
9273,15609273,King,834,France,Male,44,5,51234.46,2,0,1,79076.52,0
9274,15609274,Parker,565,Spain,Female,34,2,105244.88,1,1,0,166509.71,0
9275,15609275,Mitchell,734,France,Male,37,2,246303.12,1,0,1,21711.09,1
9276,15609276,Miller,647,France,Male,48,4,0,2,0,1,57926.51,0
9277,15609277,Smith,580,Spain,Male,26,1,131094.42,2,1,0,24848.62,0
9278,15609278,Jackson,643,Germany,Male,26,0,0,1,1,0,124725.37,0
9279,15609279,Brown,384,Germany,Female,28,2,71974.15,2,0,0,12286.85,0
9280,15609280,Moore,813,France,Male,34,4,0,3,1,1,22721.16,1
9281,15609281,Morgan,842,France,Female,50,8,172563.85,1,0,1,25029.8,0
9282,15609282,Martinez,363,Germany,Male,30,7,0,1,1,0,58850.21,0
9283,15609283,Harris,727,France,Male,32,7,26521.42,2,0,0,198189.13,0
9284,15609284,Wilson,383,France,Female,28,6,176884.28,4,1,0,57272.21,1
9285,15609285,Morris,764,Spain,Female,27,5,0,1,1,1,27080.88,0
9286,15609286,Jones,436,France,Male,25,1,148963.4,1,0,0,93920.19,0
9287,15609287,Richardson,765,Germany,Male,39,9,187871.09,4,1,1,59166.38,1
9288,15609288,Rogers,706,France,Male,40,8,132432.62,1,1,1,61509.23,0
9289,15609289,Walker,659,Spain,Male,46,8,0,2,1,0,163670.24,0
9290,15609290,King,691,France,Male,37,2,19838.17,2,1,0,75340.25,0
9291,15609291,Nelson,778,France,Male,31,5,148301.64,2,1,1,150922.33,0
9292,15609292,Stewart,770,France,Male,42,6,180580.16,1,0,1,13782.19,0
9293,15609293,King,543,Spain,Male,25,7,90095.42,1,1,0,136462.57,0
9294,15609294,Robinson,480,Germany,Female,38,4,0,1,0,1,25354.05,0
9295,15609295,Martinez,403,Spain,Male,35,6,173246.58,1,1,0,111977.09,1
9296,15609296,Wright,720,Spain,Male,42,1,183066.21,1,0,0,2623.33,0
9297,15609297,Smith,520,France,Male,32,3,0,1,1,1,90655.83,0
9298,15609298,King,779,France,Male,23,9,0,2,1,1,62160.72,0
9299,15609299,Morgan,812,Spain,Female,34,3,143612.98,1,0,1,18607.74,0
9300,15609300,Rogers,438,France,Male,48,7,86747.09,2,0,1,26129.57,0
9301,15609301,Parker,440,France,Male,32,0,205286.4,2,1,0,122718.35,0
9302,15609302,Robinson,642,France,Male,57,9,0,2,0,1,160818.76,0
9303,15609303,Baker,712,Spain,Male,37,7,67107.96,2,0,1,156864.6,0
9304,15609304,Davis,581,Germany,Female,37,9,27845.36,2,1,0,4511.8,1
9305,15609305,Robinson,561,France,Male,47,9,226507.02,3,1,1,194145.19,0
9306,15609306,Harris,647,France,Male,52,6,161273.18,1,0,1,84101.77,0
9307,15609307,Harris,500,Germany,Male,40,8,120921.73,2,0,0,19855.66,1
9308,15609308,Bailey,683,France,Female,32,2,0,1,0,1,120256.96,0
9309,15609309,Parker,771,France,Male,38,5,139767.44,1,0,0,130130.66,0
9310,15609310,Wilson,430,Spain,Female,23,0,114855.07,1,1,0,191332.54,0
9311,15609311,Moore,683,Germany,Female,43,3,0,2,1,0,73946.08,0
9312,15609312,Cook,368,Germany,Male,35,0,40450.32,1,0,0,105098.23,1
9313,15609313,Carter,839,France,Female,34,1,219881.08,2,1,0,57038.46,1
9314,15609314,Scott,719,France,Male,44,4,121932.85,2,1,0,71764.53,0
9315,15609315,Rivera,677,Germany,Female,41,4,15940.72,1,1,0,145595.99,0
9316,15609316,Wilson,708,Germany,Male,44,7,0,2,0,0,10190.52,0
9317,15609317,Smith,557,Germany,Female,49,10,178934.17,2,1,1,87808.29,1
9318,15609318,Morris,706,France,Male,34,0,76607.83,2,0,1,132695.79,0
9319,15609319,King,768,Germany,Female,26,7,0,2,1,1,153664.58,0
9320,15609320,Murphy,668,France,Male,43,10,0,3,1,0,191300.38,1
9321,15609321,Jackson,471,Germany,Male,49,0,0,1,1,1,116776.98,0
9322,15609322,Davis,397,Spain,Female,36,0,0,2,1,0,153688.85,0
9323,15609323,Collins,603,France,Female,27,4,234234.31,1,1,0,103472.07,0
9324,15609324,Hall,637,France,Male,47,9,0,2,1,0,92769.68,1
9325,15609325,Garcia,754,France,Male,40,7,0,1,1,1,121572.34,0
9326,15609326,Rogers,684,France,Male,38,0,38203.01,1,0,1,5312.43,0
9327,15609327,Cook,351,France,Female,18,7,196703.65,1,1,0,154692.49,1
9328,15609328,Murphy,816,France,Male,21,2,0,1,0,1,138919.96,0
9329,15609329,Scott,613,France,Male,18,8,0,1,1,1,73853.95,0
9330,15609330,Young,530,France,Female,28,9,226173.01,1,0,0,158561.46,0
9331,15609331,Garcia,624,Spain,Male,39,10,115214.07,3,0,0,197769.45,1
9332,15609332,Harris,771,Spain,Female,29,10,146891.09,2,1,0,106428.93,0
9333,15609333,Anderson,419,France,Female,40,8,0,1,1,1,19527.95,0
9334,15609334,Adams,428,France,Female,37,7,81069.04,2,1,0,117843.25,0
9335,15609335,Edwards,491,Spain,Female,41,8,34306.29,2,0,1,194639.53,0
9336,15609336,Jones,490,Spain,Male,38,0,169338.26,1,1,0,153073.38,0
9337,15609337,King,788,Germany,Male,36,9,21541.14,2,1,0,55130.3,1
9338,15609338,Bailey,781,France,Female,44,8,0,2,1,0,34958.89,0
9339,15609339,Baker,552,France,Female,18,3,124896.17,4,1,0,28088.5,1
9340,15609340,Carter,357,Germany,Female,41,9,181906.1,3,0,0,144535.3,1
9341,15609341,Scott,776,France,Male,31,1,173364.2,2,0,0,105215.08,0
9342,15609342,Rivera,633,France,Male,29,5,169619.7,1,0,0,96468.59,0
9343,15609343,Johnson,361,Spain,Female,34,3,177833.8,2,0,1,28296.64,1
9344,15609344,King,452,France,Female,49,4,0,1,0,0,175345.43,0
9345,15609345,Allen,701,France,Male,19,8,243675.67,1,0,0,90201.67,0
9346,15609346,Morgan,582,France,Female,31,9,67827.25,3,1,0,172657.31,0
9347,15609347,Green,401,France,Female,25,9,0,2,1,1,115130.41,0
9348,15609348,Murphy,668,Spain,Female,31,5,181931.52,1,0,1,112930.86,0
9349,15609349,Rivera,745,Germany,Male,37,6,218870.55,2,0,0,130140.2,1
9350,15609350,Mitchell,453,Germany,Male,35,4,209282.96,3,1,1,46359.6,0
9351,15609351,Bailey,679,Germany,Male,34,8,89695.34,1,0,1,189130.35,0
9352,15609352,Miller,377,France,Female,43,6,108586.67,2,0,1,52962.18,0
9353,15609353,Carter,554,Spain,Male,37,2,249760.67,2,1,1,28561.39,0
9354,15609354,Lewis,792,France,Male,33,1,203135.2,1,1,1,186839.53,0
9355,15609355,Moore,431,France,Female,38,4,0,2,1,1,115984.86,0
9356,15609356,Lee,682,France,Female,31,10,182409.62,1,0,1,158636.23,0
9357,15609357,Adams,429,Germany,Female,35,9,222692.96,1,0,0,161169.03,1
9358,15609358,Williams,496,Germany,Female,31,5,0,2,1,1,73663.23,0
9359,15609359,Moore,564,Germany,Female,28,8,158484.63,1,1,0,16957.3,0
9360,15609360,Bell,649,Spain,Female,30,8,240445.24,1,1,0,186284.25,1
9361,15609361,Jones,447,France,Male,45,2,61507.72,2,1,0,186736.57,0
9362,15609362,Miller,723,France,Female,18,2,223325.82,2,0,0,20861.39,0
9363,15609363,Taylor,415,France,Male,23,5,187998.08,1,0,1,22025.48,0
9364,15609364,Stewart,615,France,Female,29,2,119466.43,1,0,1,49210.67,0
9365,15609365,Moore,460,France,Female,41,8,126935.48,2,1,1,86407.05,1
9366,15609366,Smith,419,France,Male,18,9,24684.07,2,0,1,100870.3,0
9367,15609367,Murphy,689,Germany,Male,44,0,50984.19,1,1,1,54937.58,0
9368,15609368,Jones,558,Spain,Female,44,5,50365.48,3,0,1,64392.9,1
9369,15609369,Richardson,700,France,Female,34,1,0,2,0,0,21411.6,0
9370,15609370,Scott,383,France,Male,37,8,74867.62,1,0,0,44364.58,0
9371,15609371,Adams,647,France,Female,39,3,168637.65,2,0,1,97431.95,0
9372,15609372,Cooper,491,France,Female,45,9,190163.57,1,1,0,85748.68,0
9373,15609373,Parker,796,France,Male,40,3,53679.41,2,1,1,187937.57,0
9374,15609374,Smith,591,Germany,Female,28,4,195908.78,4,0,0,60526.04,1
9375,15609375,Miller,717,France,Female,48,2,143979.0,1,1,1,158664.48,0
9376,15609376,Young,601,France,Male,43,7,0,2,0,1,127927.23,0
9377,15609377,Young,370,Germany,Female,43,4,136731.04,1,0,1,22544.56,0
9378,15609378,Bailey,540,Germany,Male,46,4,23097.16,1,1,1,73376.74,0
9379,15609379,Green,459,Germany,Male,36,7,193694.55,2,1,1,158257.99,0
9380,15609380,Smith,467,Germany,Male,31,0,112870.94,2,1,1,178627.22,0
9381,15609381,Parker,529,Germany,Female,38,1,0,2,0,0,111004.76,1
9382,15609382,Parker,471,France,Female,32,7,169126.99,1,0,0,37899.79,0
9383,15609383,Adams,786,France,Female,20,4,0,1,0,0,1392.01,0
9384,15609384,Garcia,471,France,Male,38,7,226986.13,2,0,0,150899.63,0
9385,15609385,Davis,500,France,Male,42,0,144294.52,2,1,1,64773.01,0
9386,15609386,Davis,608,France,Female,40,10,83521.77,3,0,1,96324.65,1
9387,15609387,Cooper,607,France,Male,37,2,0,3,1,0,134664.92,0
9388,15609388,Jones,675,France,Male,38,2,64230.4,1,0,1,55979.02,0
9389,15609389,Davis,540,France,Male,38,5,0,2,0,1,187442.52,0
9390,15609390,Mitchell,392,Germany,Female,41,4,62631.54,2,1,1,133608.5,1
9391,15609391,Morris,609,France,Male,31,2,216092.89,1,0,1,120161.94,0
9392,15609392,Richardson,805,France,Male,47,8,134225.89,4,1,1,47324.38,0
9393,15609393,Bell,545,France,Male,30,10,81936.28,1,1,0,96336.46,0
9394,15609394,Hall,354,Spain,Male,34,7,27521.2,2,0,0,89027.36,0
9395,15609395,Moore,761,France,Female,38,1,0,1,0,0,10511.13,0
9396,15609396,King,664,France,Female,60,2,109093.6,1,0,0,170284.78,1
9397,15609397,Bailey,835,France,Female,33,10,0,2,0,1,116500.67,0
9398,15609398,Cooper,440,Germany,Female,38,8,195142.57,2,0,1,49931.61,1
9399,15609399,Collins,747,France,Male,49,8,0,2,0,1,188208.38,0
9400,15609400,Lee,531,France,Male,43,9,213626.04,1,0,1,141294.73,0
9401,15609401,Morgan,672,France,Female,46,1,0,2,1,1,195455.31,0
9402,15609402,Wright,796,Spain,Male,38,8,179924.15,1,1,0,83919.93,0
9403,15609403,Thomas,810,France,Male,43,9,183007.55,3,1,1,58597.37,1
9404,15609404,Anderson,487,Germany,Female,41,3,71111.09,2,1,0,182485.42,1
9405,15609405,Nelson,530,France,Male,29,9,167546.76,2,0,0,52096.32,0
9406,15609406,Walker,828,France,Female,28,3,212741.69,1,0,0,127819.38,0
9407,15609407,Cox,656,Spain,Male,40,2,94877.21,1,0,1,134921.4,1
9408,15609408,Howard,715,France,Female,24,1,0,3,1,1,22208.9,0
9409,15609409,Scott,500,Germany,Male,40,9,172534.36,2,0,0,53969.1,1
9410,15609410,King,702,Spain,Male,37,8,90693.3,4,1,0,115956.16,0
9411,15609411,Jackson,759,Germany,Female,39,5,0,2,1,0,91419.35,1
9412,15609412,Hall,561,Spain,Male,39,7,0,2,0,1,49757.03,0
9413,15609413,Richardson,757,France,Male,30,1,0,2,1,0,13970.5,0
9414,15609414,Taylor,479,France,Male,29,6,118409.55,2,0,1,52478.94,0
9415,15609415,Rivera,397,Spain,Female,37,2,19758.56,1,1,1,25860.97,0
9416,15609416,Rivera,660,France,Male,25,10,80642.34,2,1,0,140514.94,1
9417,15609417,Hall,545,Germany,Male,50,10,0,2,1,0,36969.42,0
9418,15609418,Brown,458,France,Male,18,9,53908.72,1,0,0,129180.14,0
9419,15609419,Adams,839,France,Female,33,10,130306.2,1,0,0,106067.02,0
9420,15609420,Smith,449,Germany,Female,34,3,111218.8,1,1,1,183015.53,0
9421,15609421,Green,373,France,Male,38,10,174996.52,1,1,1,20454.84,0
9422,15609422,Lewis,450,Spain,Female,34,10,162893.41,2,0,1,66062.12,0
9423,15609423,Walker,353,Spain,Female,26,5,0,1,1,1,79766.38,0
9424,15609424,Collins,846,Germany,Female,37,2,164968.51,2,0,0,67777.03,1
9425,15609425,Edwards,521,France,Female,47,7,28344.53,1,0,0,40172.72,0
9426,15609426,Thomas,790,Spain,Male,47,1,0,2,0,0,1634.92,0
9427,15609427,Anderson,588,Germany,Male,25,9,160721.04,2,0,1,188982.13,0
9428,15609428,Parker,763,France,Male,32,6,59856.19,1,0,1,179279.33,0
9429,15609429,Adams,545,France,Male,38,0,64283.31,2,0,0,74827.24,1
9430,15609430,Green,488,Germany,Female,25,1,0,2,0,0,32339.66,1
9431,15609431,Rivera,668,Germany,Female,35,8,249710.52,3,1,0,173343.1,0
9432,15609432,Lee,638,France,Male,36,8,71658.47,1,0,1,111682.4,0
9433,15609433,Moore,760,Germany,Female,50,5,0,2,1,0,117112.11,0
9434,15609434,Bailey,429,Germany,Male,59,9,0,2,0,1,104586.94,0
9435,15609435,Rivera,541,Germany,Female,33,4,0,1,1,1,86133.72,0
9436,15609436,Moore,372,France,Female,28,10,157799.92,1,0,0,112927.74,1
9437,15609437,Martinez,582,Germany,Male,42,4,92144.25,1,0,0,141213.46,0
9438,15609438,Anderson,782,France,Female,38,5,0,2,0,0,6366.77,0
9439,15609439,Bell,631,Germany,Male,50,7,117506.23,1,0,1,53742.7,0
9440,15609440,Morgan,432,Germany,Female,29,2,0,2,1,1,158072.65,1
9441,15609441,Bailey,665,Germany,Male,52,4,0,2,1,1,166531.77,1
9442,15609442,Murphy,586,France,Male,52,6,58567.25,2,1,0,8710.82,0
9443,15609443,Hall,499,France,Female,48,5,182210.4,1,0,1,3439.7,0
9444,15609444,Young,675,Germany,Female,36,9,181430.79,2,0,1,159312.4,0
9445,15609445,Reed,832,Germany,Female,46,0,188361.37,1,1,1,174967.87,1
9446,15609446,Scott,359,Germany,Male,37,8,0,2,1,1,27640.46,0
9447,15609447,Bell,579,Spain,Male,32,8,236368.97,1,0,1,62720.96,0
9448,15609448,Brown,585,France,Female,54,5,0,1,1,1,27855.27,0
9449,15609449,Williams,621,France,Female,26,9,75530.73,1,1,0,96469.27,0
9450,15609450,Edwards,703,Germany,Female,26,3,0,2,1,0,87175.54,0
9451,15609451,Wright,794,France,Male,32,2,129216.61,2,1,1,80959.7,0
9452,15609452,Cook,353,France,Female,43,2,175761.11,1,1,0,46893.23,0
9453,15609453,Baker,743,Spain,Female,33,0,105939.73,1,1,1,1794.46,0
9454,15609454,Edwards,645,France,Male,56,2,0,3,0,1,167882.81,0
9455,15609455,Parker,537,France,Female,40,1,138345.53,2,1,0,118102.54,0
9456,15609456,Cook,725,France,Male,41,4,37402.59,2,1,1,49417.05,0
9457,15609457,Miller,850,France,Male,42,2,36114.31,1,1,1,182452.42,0
9458,15609458,Young,648,France,Female,36,6,201878.54,3,0,1,195086.65,1
9459,15609459,Morris,700,Germany,Male,30,4,52507.79,2,1,1,115787.95,0
9460,15609460,Walker,515,France,Female,28,7,0,1,0,0,186530.05,0
9461,15609461,King,459,France,Female,37,2,168028.93,3,0,1,89025.34,0
9462,15609462,Bailey,703,France,Female,35,9,0,4,0,0,99571.66,1
9463,15609463,Wilson,666,Spain,Male,54,4,179733.15,2,1,1,8437.44,0
9464,15609464,Hall,825,France,Female,19,0,70415.71,2,1,1,169229.76,0
9465,15609465,Lee,656,France,Female,35,10,0,4,0,0,151143.87,0
9466,15609466,Reed,728,France,Female,53,9,0,2,1,1,93081.97,0
9467,15609467,Martinez,850,France,Male,25,0,110449.72,1,0,1,83541.21,0
9468,15609468,Williams,671,France,Male,24,9,45878.63,1,1,1,74742.08,0
9469,15609469,Walker,446,Germany,Female,54,3,211108.9,2,1,0,126526.56,0
9470,15609470,Cox,416,Spain,Male,24,1,156863.1,2,1,0,74855.92,0
9471,15609471,Lewis,762,Spain,Male,30,3,207638.48,2,0,0,74548.83,0
9472,15609472,Cook,576,France,Male,49,3,0,1,0,1,165584.27,0
9473,15609473,Lee,761,France,Female,45,1,50697.05,2,0,0,30582.53,0
9474,15609474,Taylor,403,Germany,Female,45,8,247666.85,2,1,0,33321.47,1
9475,15609475,Smith,599,France,Female,35,3,223853.64,2,0,1,138524.39,0
9476,15609476,Moore,703,France,Male,41,9,168942.56,1,0,0,80928.44,0
9477,15609477,Taylor,778,France,Male,30,6,103815.47,2,0,1,42878.05,0
9478,15609478,Harris,587,Spain,Female,50,10,172948.04,2,0,1,27887.14,0
9479,15609479,Murphy,694,France,Female,41,8,46631.49,1,0,0,156866.66,0
9480,15609480,Harris,812,France,Male,18,3,237759.08,2,0,1,103116.04,1
9481,15609481,Hall,761,Germany,Male,37,4,77854.54,3,0,0,133705.43,0
9482,15609482,Collins,790,Spain,Female,18,9,10287.97,2,1,0,107797.13,0
9483,15609483,Jones,530,Germany,Female,29,10,79500.91,1,0,1,40499.46,0
9484,15609484,Cooper,633,France,Male,33,7,99481.3,2,1,0,47167.31,0
9485,15609485,Howard,799,Germany,Female,19,6,211403.04,2,0,1,197480.51,0
9486,15609486,Rogers,766,Germany,Male,18,7,53900.67,1,0,0,133734.9,1
9487,15609487,Davis,727,Germany,Female,27,6,0,4,0,1,135818.67,0
9488,15609488,Rogers,730,Spain,Male,48,6,232473.76,2,0,0,161963.67,1
9489,15609489,Cox,817,France,Male,43,7,94468.4,3,0,0,151105.83,0
9490,15609490,Morris,581,Spain,Male,49,8,93517.74,2,0,1,159564.55,0
9491,15609491,King,666,Spain,Female,55,9,198326.73,2,0,0,136705.06,0
9492,15609492,Taylor,789,France,Female,44,4,198036.65,3,0,0,153111.14,1
9493,15609493,Allen,473,Spain,Male,33,2,227043.39,2,0,0,30230.48,0
9494,15609494,Martinez,365,France,Male,48,7,235651.1,1,1,0,82225.42,0
9495,15609495,Scott,420,France,Female,19,10,0,2,1,1,11004.61,0
9496,15609496,Taylor,492,Germany,Female,51,5,179572.61,1,0,1,75594.38,0
9497,15609497,Robinson,627,France,Female,40,8,232557.65,2,0,0,27443.06,0
9498,15609498,Green,574,France,Female,30,3,28749.32,1,0,1,184383.65,0
9499,15609499,Martinez,473,Germany,Male,32,3,109508.01,1,1,1,128187.28,0
9500,15609500,Stewart,402,France,Female,39,3,68815.64,3,1,0,125891.87,1
9501,15609501,Nelson,728,Germany,Male,39,5,60005.07,2,0,1,179379.55,1
9502,15609502,Howard,542,France,Female,52,5,249734.47,2,1,0,175330.37,0
9503,15609503,Collins,790,Germany,Male,41,1,193221.88,1,0,0,85662.49,0
9504,15609504,Parker,468,France,Female,31,0,133603.39,1,0,0,99200.68,1
9505,15609505,Robinson,546,France,Male,37,9,0,2,1,0,173799.37,1
9506,15609506,Murphy,428,Spain,Male,36,9,220237.17,1,0,0,142631.48,0
9507,15609507,Martinez,430,Spain,Male,46,4,112332.59,1,1,0,65198.07,0
9508,15609508,Nelson,575,France,Male,30,1,0,2,1,1,135842.64,0
9509,15609509,Richardson,426,Spain,Female,54,1,161801.26,2,0,1,21205.18,1
9510,15609510,Cook,798,France,Female,37,0,125791.71,2,0,1,192744.9,0
9511,15609511,Walker,461,Germany,Male,31,7,0,1,1,0,38540.48,0
9512,15609512,Morris,653,France,Female,36,2,146698.69,2,1,1,147738.94,0
9513,15609513,Martinez,655,France,Male,39,1,72429.78,2,1,0,80408.45,0
9514,15609514,Edwards,808,France,Male,39,1,246914.09,1,0,0,120189.22,0
9515,15609515,Miller,682,Spain,Male,43,9,164946.49,1,1,1,137845.0,0
9516,15609516,Parker,388,France,Male,26,0,0,2,0,0,80977.64,0
9517,15609517,Nelson,756,France,Male,37,4,0,2,0,0,156984.42,0
9518,15609518,Bell,781,France,Female,41,4,135491.66,2,1,0,104124.85,0
9519,15609519,Cooper,822,Germany,Female,48,6,37328.98,3,0,0,153865.54,1
9520,15609520,Anderson,529,France,Female,59,5,141457.42,2,0,0,71753.01,0
9521,15609521,Parker,763,France,Female,27,5,46724.36,2,1,0,169956.81,0
9522,15609522,Lee,412,Spain,Female,47,2,0,2,1,0,22439.67,0
9523,15609523,Howard,600,Germany,Female,38,0,0,1,1,0,79830.25,0
9524,15609524,Rogers,540,France,Female,34,2,82311.21,1,0,1,49944.02,0
9525,15609525,Robinson,850,France,Male,45,4,171477.84,2,0,1,169004.59,0
9526,15609526,Wilson,702,France,Female,33,5,110250.21,2,0,1,152114.39,1
9527,15609527,Smith,549,Spain,Female,24,0,0,1,0,0,94160.4,1
9528,15609528,Martinez,580,Spain,Female,20,2,76612.22,2,0,0,97380.35,0
9529,15609529,Rivera,641,Spain,Male,42,4,0,1,1,0,130339.83,0
9530,15609530,Wilson,550,Germany,Male,45,7,238725.21,2,1,0,178196.39,1
9531,15609531,Richardson,659,France,Female,41,1,0,3,1,0,153961.86,0
9532,15609532,Baker,652,France,Male,35,8,151373.87,1,0,0,175390.47,0
9533,15609533,Smith,462,France,Male,42,6,139807.59,1,0,0,173118.98,0
9534,15609534,Williams,780,Germany,Female,23,5,225742.48,2,1,0,50970.51,0
9535,15609535,Taylor,797,Spain,Male,38,9,129180.29,4,0,1,102688.46,1
9536,15609536,Cook,387,Germany,Female,28,1,203247.91,2,0,0,131295.88,1
9537,15609537,Richardson,404,France,Male,46,0,0,1,1,1,133042.68,0
9538,15609538,Baker,540,France,Male,40,7,0,2,1,0,150767.29,1
9539,15609539,Richardson,659,France,Female,29,1,88234.15,1,1,1,70418.74,0
9540,15609540,King,718,France,Male,35,2,11953.8,1,0,0,72582.15,0
9541,15609541,Wright,446,Spain,Female,46,10,0,1,0,1,131571.34,1
9542,15609542,Nelson,496,France,Male,30,5,27970.69,4,0,1,100805.16,0
9543,15609543,Edwards,517,Spain,Male,35,4,49480.93,2,1,0,102244.78,0
9544,15609544,Wright,377,Germany,Male,52,0,0,2,0,0,20199.33,0
9545,15609545,Taylor,822,Germany,Male,38,4,29294.1,1,1,0,71825.11,0
9546,15609546,King,537,France,Male,19,3,109930.02,2,1,1,80232.88,0
9547,15609547,Johnson,825,Germany,Male,48,6,135312.91,2,0,1,77587.65,1
9548,15609548,Green,493,France,Female,29,1,0,2,1,0,7424.68,0
9549,15609549,Lewis,791,Germany,Male,41,4,236487.05,1,1,1,113108.96,0
9550,15609550,Bell,411,Germany,Male,31,9,177507.34,2,0,0,1078.58,0
9551,15609551,Williams,637,Spain,Male,31,5,171207.15,2,0,0,89817.77,1
9552,15609552,Lee,595,Spain,Female,51,4,0,1,0,0,119740.78,1
9553,15609553,Allen,735,France,Male,44,9,0,2,0,0,38843.24,0
9554,15609554,Green,592,France,Male,43,10,95410.63,2,0,0,158157.63,0
9555,15609555,Cox,768,France,Female,30,1,187167.9,1,1,0,50374.7,1
9556,15609556,Cox,620,Spain,Female,50,9,44333.86,1,0,1,24672.11,0
9557,15609557,Moore,717,France,Female,25,4,249078.31,2,0,0,197925.1,0
9558,15609558,Lee,639,France,Male,52,8,31163.35,2,1,0,142122.8,1
9559,15609559,Williams,715,France,Female,31,4,242658.34,1,1,1,27001.26,0
9560,15609560,Richardson,422,France,Male,19,9,0,2,0,1,36841.72,0
9561,15609561,Collins,486,Germany,Male,29,10,239900.97,1,1,1,93915.72,0
9562,15609562,Bell,845,Germany,Female,45,10,188567.01,1,0,1,58894.75,0
9563,15609563,Garcia,584,Germany,Male,65,9,38615.17,1,0,0,33670.55,1
9564,15609564,Richardson,426,Spain,Female,38,4,0,1,0,0,199208.32,0
9565,15609565,Mitchell,658,Germany,Female,25,8,222049.51,2,0,1,78597.61,0
9566,15609566,Collins,448,Spain,Male,28,3,0,3,0,0,72349.19,1
9567,15609567,Jones,467,France,Female,30,2,76175.29,2,0,0,162020.42,0
9568,15609568,Johnson,673,Germany,Female,43,5,136911.57,1,1,0,45641.15,0
9569,15609569,Murphy,804,France,Female,39,8,0,1,1,1,30189.01,0
9570,15609570,Harris,536,Spain,Male,31,4,125180.06,2,0,0,32813.24,0
9571,15609571,Collins,645,Germany,Female,39,6,0,1,1,0,56106.5,1
9572,15609572,Scott,700,Germany,Male,40,3,197742.94,2,0,0,166007.19,1
9573,15609573,Adams,350,Germany,Male,39,1,13847.91,1,1,0,14569.35,1
9574,15609574,Rivera,624,Spain,Male,49,8,149539.84,2,1,1,77786.22,0
9575,15609575,Green,448,Germany,Female,34,10,226698.7,2,1,0,138433.79,1
9576,15609576,Harris,438,Spain,Male,31,7,0,1,1,1,35229.93,0
9577,15609577,King,669,France,Male,38,9,0,1,0,1,127368.37,0
9578,15609578,King,604,France,Female,36,3,0,1,1,0,167436.42,0
9579,15609579,Edwards,458,Spain,Female,37,2,242013.62,1,0,1,64697.24,0
9580,15609580,Bailey,454,France,Female,55,2,0,1,0,0,43652.6,0
9581,15609581,Williams,773,Spain,Female,24,4,56689.23,1,1,0,169158.83,0
9582,15609582,Jones,565,Germany,Male,46,9,34962.69,1,0,0,43484.95,0
9583,15609583,Garcia,463,Spain,Female,32,8,207547.79,3,0,1,41668.31,0
